1216132|Aaron Hill|1983-04-23|Santa Clara - California - USA|From Wikipedia, the free encyclopedia.\n\nAaron J. Hill (born April 23, 1983) is an American actor most famous for his portrayal of "Beaver" on the television show GRΣΣK.\n\nBorn in Santa Clara, California, he began his acting career in 2001 with a single episode role on The Brothers Garcia. He has since been seen in Mad Men, Malcolm in the Middle, Gilmore Girls, Hannah Montana, CSI: Miami, How I Met Your Mother, and is now a regular on ABC Family's series GRΣΣK. He made a cameo as a similar character in Transformers 2: Revenge of the Fallen. He started out doing small time promotional videos for his church in Clovis, California.
16851|Josh Brolin|1968-02-12|Los Angeles - California - USA|Josh James Brolin (born February 12, 1968) is an American actor. He has acted in theater, film and television roles since 1985, and won acting awards for his roles in the films W., No Country for Old Men, Milk and Wall Street: Money Never Sleeps. He appeared in True Grit, a 2010 western film adaptation of the 1968 novel by Charles Portis.\n\nDescription above from the Wikipedia article Josh Brolin, licensed under CC-BY-SA, full list of contributors on Wikipedia.
7026|Rhys Ifans|1967-07-22|Haverfordwest - Pembrokeshire - Wales - UK|From Wikipedia, the free encyclopedia.\n\nRhys Ifans (born Rhys Owain Evans; 22 July 1967) is a Welsh actor and musician. He is known for his portrayal of characters such as Spike in Notting Hill and Jed Parry in Enduring Love and as a member of the Welsh rock groups Super Furry Animals and The Peth. Ifans also appeared as Xenophilius Lovegood in the Harry Potter and the Deathly Hallows films.\n\nDescription above from the Wikipedia article Rhys Ifans, licensed under CC-BY-SA, full list of contributors on Wikipedia
1331981|Samantha Sloyan||null|Samantha Sloyan was born in 1978 in California, USA. She is an actress and producer,
109513|Alexandra Daddario|1986-03-16|New York City, New York, USA|Alexandra Anna Daddario (born March 16, 1986) is an American actress, known to film audiences as Annabeth Chase in the 2010 film Percy Jackson &amp; the Olympians: The Lightning Thief. Daddario was also in The Squid and the Whale, All My Children, The Babysitters, The Attic, The Hottest State, White Collar, It's Always Sunny in Philadelphia, and Bereavement. She will star as the protagonist "Heather Miller" in the 2013 horror film Texas Chainsaw 3D.
72755|MacInTalk|||From Wikipedia, the free encyclopedia.\n\nPlainTalk is the collective name for several speech synthesis (MacInTalk) and speech recognition technologies developed by Apple Inc.\n\nIn 1990, Apple invested a lot of work and money in speech recognition technology, hiring many respected researchers in the field. The result was "PlainTalk", released with the AV Quadras of 1993. It was made a standard system component in System 7.1.2, and has since been shipped on all PowerPC and even some 68K Macintoshes.\n\nDescription above from the Wikipedia article PlainTalk, licensed under CC-BY-SA, full list of contributors on Wikipedia.
781|Paul Reiser|1957-03-30|null|null
1046436|Steven Luke||null|null
17487|John Gallagher Jr.|1984-06-17|Wilmington - Delaware - USA|John Howard Gallagher, Jr. (born June 17, 1984) is a Tony award-winning American actor and musician known for originating the role of Moritz Stiefel in Duncan Sheik and Steven Sater's rock musical Spring Awakening. He also played Johnny aka "Jesus of Suburbia" in Green Day's Broadway musical, American Idiot and Lee in the 2011 Broadway production of Jerusalem. As of 2012[update], he plays Jim Harper in Aaron Sorkin's The Newsroom.
70851|Jack Black|1969-08-28|Santa Monica, California, U.S.|From Wikipedia, the free encyclopedia Thomas Jacob "Jack" Black (born August 28, 1969) is an American comedian, actor and musician. He makes up one half of the comedy and satirical rock duo Tenacious D. The group has two albums as well as a television series and a film. His acting career is extensive, starring primarily as bumbling, cocky, but internally self-conscious outsiders in comedy films. He was a member of the Frat Pack, a group of comedians who have appeared together in several Hollywood films, and has been nominated for a Golden Globe award. He has also won an MTV Movie Award, and a Nickelodeon Kids Choice Award. Description above from the Wikipedia article Jack Black, licensed under CC-BY-SA, full list of contributors on Wikipedia.
74537|Maggie Siff|1974-06-21|The Bronx, New York City, New York|From Wikipedia, the free encyclopedia.\n\nMaggie Siff (born June 21, 1974) is an American actress best known for her television roles, notably department-store heiress Rachel Menken Katz on the AMC drama Mad Men and Dr. Tara Knowles on the FX drama Sons of Anarchy. She also played a role in the 2009 film Push, as Teresa Stowe and in the 2010 film Leaves of Grass as Rabbi Renannah Zimmerman.\n\nDescription above from the Wikipedia article Maggie Siff, licensed under CC-BY-SA, full list of contributors on Wikipedia.
67123|William Kircher|1958-05-23||
56614|Ray Stevenson|1964-05-24|Lisburn - Northern Ireland - UK|Ray Stevenson was born in Lisburn, Northern Ireland on 25 May 1964. He is a film, TV and stage actor. He moved with his family to Lemington, Newcastle-Upon-Tyne, England in 1972 at the age of eight, and later to Cramlington, Northumberland, where he was raised. The second of three sons of a Royal Air Force pilot father and an Irish mother, As a child he dreamed to become an actor, but he also thought that dream was impossible. So he pursued his other love, art, and went to art school instead. He was an interior designer with an architectural firm in London when he at 25 decided to try out acting. Eventually he attended Bristol Old Vic Theatre School, graduating at the age of 29.\n\nAt the beginning of 90s, he began his career on films. He did a few TV films, one of them is The Return of the Native (1994), where he appeared opposite Clive Owen, Catherine Zeta-Jones and Steven Mackintosh. He also filmed The Theory of Flight (1998) Greenwich Mean Time (1999), Green-Eyed Monster (2001) (TV) and a lot of TV guest roles in series.\n\nFinally, he made a international breakout with King Arthur (2004), as quiet, but loyal knight Dagonet, again with Clive Owen (who played Arthur), Keira Knightley, Ioan Gruffudd, Mads Mikkelsen, Ray Winstone and Stellan Skarsgard. After a few more TV films, Stevenson's popularity stared to rise by each film. But, the real fame comes with HBO's "Rome" (2005 - 2007), as funny, but heroically fearless legionary Titus Pullo, opposite Kevin McKidd.\n\nAnother two well-known roles were in action horror Outpost (2008) and as comic book dark hero The Punisher / Frank Castle in extremely violent Punisher: War Zone (2008), opposite Dominic West (Jigsaw), Doug Hutchison, Colin Salmon, Wayne Knight (Microchip), Dash Mihok (Det. Marin Soap) and Julie Benz.\n\nTo mention that Stevenson also worked on stage. He played the part of Christ in the York Mystery Plays in 2000 at York Minster. In 2001 he took the part of Roger in the play Mouth to Mouth by Kevin Elyot, at the Albery Theatre in London with Lindsay Duncan and Michael Maloney. His most well-known part is perhaps that of the Cardinal in The Duchess of Malfi by John Webster with Janet McTeer at the Royal National Theatre in 2003.\n\nStevenson and his girlfriend Elisabetta Carccia have a son Sebastiano Derek Stevenson, who was born in 2007. Besides acting, he loves art and has a passion for water color painting.
83968|Jim Parrack|1981-02-08|Allen, Texas, United States|From Wikipedia, the free encyclopedia.\n\nJim Parrack (born February 8, 1981) is an American actor. He has a recurring role as Hoyt Fortenberry in HBO series True Blood, and appeared in the film Battle: Los Angeles, which was released March 2011.\n\nParrack was born on February 8, 1981 and grew up in the town of Allen, Texas. In 2001, Parrack moved to Los Angeles, California where he studied acting at The Stella Adler Academy  and then at the Playhouse West.\n\nParrack and actress Ciera Parrack married on October 19, 2008.They have two dogs together, Maltipoos named Jack and Stella. Parrack is the president of 120 Productions, Inc.\n\nDescription above from the Wikipedia article Jim Parrack, licensed under CC-BY-SA, full list of contributors on Wikipedia.
11109|Nick Frost|1972-03-28|Essex, England, UK|From Wikipedia, the free encyclopedia.\n\nNicholas John "Nick" Frost (born 28 March 1972) is an English actor, comedian and screenwriter. He is best known for his work with Edgar Wright and Simon Pegg in the role of Mike Watt in the television comedy Spaced, as well as the film characters Ed in Shaun of the Dead, PC/Sgt. Danny Butterman in Hot Fuzz and Clive Gollings in Paul.\n\nDescription above from the Wikipedia article Nick Frost, licensed under CC-BY-SA, full list of contributors on Wikipedia.
10859|Ryan Reynolds|1976-10-23|Vancouver, British Columbia, Canada|Ryan Rodney Reynolds (born October 23, 1976) is a Canadian actor. He is known for his roles in National Lampoon's Van Wilder, Waiting..., Just Friends, Definitely, Maybe, The Proposal and Buried, as well as Wade Wilson/Deadpool in X-Men Origins: Wolverine. His television roles include Michael "Berg" Bergen on Two Guys and a Girl. Reynolds also stars in the upcoming DC superhero film Green Lantern alongside Blake Lively and Mark Strong.\n\nDescription above from the Wikipedia article Ryan Reynolds, licensed under CC-BY-SA, full list of contributors on Wikipedia.
51072|Kate Mara|1983-02-27|Bedford, New York, USA|Kate Mara (born February 27, 1983) is an American television and film actress. Beginning acting in her hometown of Bedford, New York, she moved from the stage to her first film, Random Hearts (1999). Her notable roles include appearances in the Academy Award-winning film Brokeback Mountain (2005), playing the daughter of Heath Ledger's character, and on the Fox television series 24, as computer analyst Shari Rothenberg.\n\nShe has since appeared in the feature films We Are Marshall (2006), Shooter (2007), Transsiberian (2008), Stone of Destiny (2008), and The Open Road (2009). Mara joined the cast of the HBO series Entourage for its sixth season, and appeared in Iron Man 2, Happythankyoumoreplease and 127 Hours. She will next star in Ironclad.
17289|Rodrigo Santoro|1975-08-22|Petrópolis, Rio de Janeiro, Brazil|Rodrigo Junqueira dos Reis Santoro is a Brazilian actor. He has appeared in many successful movies, including Brainstorm (2001), Carandiru (2003), 300 (2007), Che (2008), I Love You Phillip Morris (2009) and Rio (2011). He was also a series regular on the Television series Lost portraying the character Paulo.
5310|Antonio Gil|||null
223012|Jayson Blair||null|null
1397778|Anya Taylor-Joy|2016-04-16|Miami, Florida, U.S.|Anya Taylor-Joy is an American born Argentine-British actress and model.
7466|Paul Borghese||null|null
12835|Vin Diesel|1967-07-18|New York City, New York, USA|Vin Diesel is an American actor, producer, director, and screenwriter. He came to prominence in the late 1990s, and first became known for appearing in Steven Spielberg's Saving Private Ryan in 1998. He is most known for his portrayals of Riddick in The Chronicles of Riddick trilogy (2001–2013), and of Dominic Toretto in The Fast and the Furious film series (2001–present), two franchises in which he also acted as producer. He also starred in xXx (2002) and Sidney Lumet's Find Me Guilty (2006). His voice acting work includes Brad Bird's The Iron Giant (1999), the video games of The Chronicles of Riddick franchise, and the upcoming Guardians of the Galaxy adaptation of the Marvel comics of the same name. As a filmmaker, Diesel directed, wrote, produced and starred in the drama film Strays, as well as in two short films. He is also the founder of the production companies One Race Films, Racetrack Records, and Tigon Studios.\n\nFrom Wikipedia
74568|Chris Hemsworth|1983-08-11|Melbourne, Victoria, Australia|Chris Hemsworth (born 11 August 1983) is an Australian actor. He is best known for his roles as Kim Hyde in the Australian TV series Home and Away (2004) and as Thor in the Marvel Cinematic Universe films Thor (2011), The Avengers (2012), Thor: The Dark World (2013) and Avengers: Age of Ultron (2015). He has also appeared in the science fiction action film Star Trek(2009), the thriller adventure A Perfect Getaway (2009), the horror comedy The Cabin in the Woods (2012), the dark fantasy action film Snow White and the Huntsman (2012), the war film Red Dawn (2012) and the biographical sports drama film Rush (2013).\n\nDescription above from the Wikipedia article Chris Hemsworth, licensed under CC-BY-SA, full list of contributors on Wikipedia.
65923|Dave Attell|1965-01-18||null
1465525|Tom Graziani||null|null
1579|Maggie Gyllenhaal|1977-11-16|Lower East Side, New York City, New York, USA|From Wikipedia, the free encyclopedia. Margaret Ruth "Maggie" Gyllenhaal ( born November 16, 1977) is an American actress. She is the daughter of director Stephen Gyllenhaal and screenwriter Naomi Foner Gyllenhaal (née Achs) and the older sister of actor Jake Gyllenhaal. She made her screen debut when she began to appear in her father's films. Gyllenhaal later achieved recognition in a supporting role in the indie cult hit Donnie Darko (2001). She made her breakthrough role in the 2002 sadomasochistic romance Secretary, for which she received critical acclaim and a Golden Globe nomination. \n\nGyllenhaal has appeared in an eclectic range of films, including the indie film Sherrybaby (2006), for which she was nominated for a Golden Globe, the romantic comedy Trust the Man (2006) and big-budget films such as World Trade Center (2006) and The Dark Knight (2008). She next starred in the 2009 musical-drama Crazy Heart, for which she received an Academy Award for Best Supporting Actress nomination. Gyllenhaal has also appeared in theatrical plays, including Closer (2000) and television productions including Strip Search (2004).\n\nGyllenhaal has been in a relationship with actor Peter Sarsgaard since 2002. In 2006, the two became engaged and Gyllenhaal gave birth to their daughter, Ramona, on October 3, 2006. On May 2, 2009, she married Sarsgaard in Italy. She is a politically active Democrat and, like her brother and parents, supports the American Civil Liberties Union. Prior to the U.S.-led invasion of Iraq she participated in anti-war demonstrations. Gyllenhaal drew criticism in 2005 for her opinion that America was "responsible in some way" for the 9/11 attacks. She is actively involved in human rights, civil liberty, and anti-poverty campaigns.\n\nDescription above from the Wikipedia article Maggie Gyllenhaal, licensed under CC-BY-SA, full list of contributors can be found on Wikipedia.
10882|Rosamund Pike|1979-01-27|Hammersmith, London, England, UK|Rosamund Mary Elizabeth Pike (born 27 January 1979) is an English actress. Her film roles include villainous Bond girl Miranda Frost in Die Another Day, Jane Bennet in Pride and Prejudice, Maggie Greer in Surrogates, Helen in An Education and Miriam Grant-Panofsky in Barney's Version.\n\nDescription above from the Wikipedia article Rosamund Pike, licensed under CC-BY-SA, full list of contributors on Wikipedia.
104195|Bailey Chase|1972-05-01|Chicago - Illinois - USA|
18918|Dwayne Johnson|1972-05-02|Hayward, California, USA|Dwayne Douglas Johnson (born May 2, 1972), also known by his ring name The Rock, is an American and Canadian actor, producer and semi-retired professional wrestler, signed with WWE. 
440414|Amy Schumer|1981-06-01|New York, New York, USA|Amy Schumer was born in Manhattan and grew up on Long Island, New York. She attended South Side High School and was voted both "Class Clown" and "Teacher's Worst Nightmare" upon graduation in 1999. Schumer graduated from Towson University in 2003 with a degree in theater. She moved to New York City after college, where she studied at the William Esper Studio for two years and worked as a bartender and a waitress. Through her father, she is the niece of Chuck Schumer, U.S. Senator from New York.\n\nAmy Schumer portrayed a young woman diagnosed with breast cancer in the off-Broadway black comedy Keeping Abreast. She started doing stand-up comedy on June 1, 2004, when she first performed at Gotham Comedy Club. She recorded a special for Comedy Central before appearing on Last Comic Standing; she said in August 2012 that she thought of the special as her "big break".\nAfter not passing an audition for an earlier season, she advanced to the finals of the fifth season of the NBC reality television talent show Last Comic Standing and placed fourth. Schumer said in April 2011, "Last Comic was totally fun. I had a great time because there was no pressure on me; I had been doing stand-up around two years. I wasn't supposed to do well. So every time I advanced it was a happy surprise. I kept it honest on the show and it served me well." (Wikipedia)
198150|Ike Barinholtz|1977-02-18|Chicago - Illinois - USA|
127558|Andrea Riseborough|1981-10-27|Whitley Bay, Northumberland, United Kingdom|Actress Andrea Riseborough caused a veritable sensation in her native Britain during the 2000s, with a succession of remarkable portrayals (character and lead roles) that resisted typecasting through their stunning diversity. A native of Newcastle-Upon-Tyne, Riseborough left school at age 17 and resisted the idea of attending university at first, but ultimately enrolled at London's legendary Royal Academy of Dramatic Art (RADA), where she began to specialize in playing virginal innocents. The homogeneity of those assignments was reportedly frustrating for the blossoming thespian, though she had the epiphany that "all virgins are different," and began to excel by locating the psychological and dramatic uniqueness (the core) of each new character. The ability to do so helped the upstart secure a highly regarded agent by her third year at RADA.\nFollowing graduation, the then-ingenue spent time waitressing, directed a succession of short films, launched a greeting-card firm, and took Cantonese language lessons, but soon found herself magnetically drawn back to acting. In that sphere, two remarkable tendencies emerged: a chameleon-like ability to adapt her personality and behavior to suit the material at hand, and a proclivity for exhaustively researching parts prior to beginning work. Her research, for example, carried her to Croatia for a lengthy period (as preparation for The Pain and the Itch) and prompted her to read everything she could get her hands on about onetime prime minister Margaret Thatcher (as preparation for her portrayal of a young Thatcher in the English telemovie Margaret Thatcher: The Long Walk to Finchley [2008]). Also in 2008, she teamed up with succès d'estime Mike Leigh for a small supporting role, as Dawn, in that director's seriocomedy Happy-Go-Lucky.\n\nSignificantly, Riseborough remained equally active in other venues, particularly theater, with acclaimed performances in productions of Miss Julie, Dog Days, A Brief History of Helen of Troy, and other plays. She could also be seen on television, where she turned viewers' heads as the sexually voracious Kirsty on the series Party Animals. ~ Nathan Southern, Rovi
28044|Merritt Wever|1980-01-07|New York, New York, USA|From Wikipedia, the free encyclopedia.\n\nMerritt Wever (born in 1980) is an American actress.\n\nDescription above from the Wikipedia article Merritt Wever, licensed under CC-BY-SA, full list of contributors on Wikipedia.
8171|Ludacris|1977-09-11|Champaign, Illinois, USA|Christopher Brian Bridges, better known by his stage name Ludacris, is an American rapper and actor.
326|Kim Basinger|1953-12-08|Athens, Georgia, USA|Kimila Ann "Kim" Basinger (born December 8, 1953) is an American actress and former fashion model. She is known for her portrayals of Domino Petachi, the Bond girl in Never Say Never Again (1983), and Vicki Vale, the female lead in Batman (1989). Basinger received a Golden Globe Award for Best Supporting Actress - Motion Picture nomination for her work in The Natural (1984). She won an Academy Award, Golden Globe, and Screen Actors Guild Award for Best Supporting Actress for her performance in L.A. Confidential (1997). Basinger also acted in the movies 9½ Weeks (1986) and 8 Mile (2002).\n\nDescription above from the Wikipedia article Kim Basinger, licensed under CC-BY-SA, full list of contributors on Wikipedia.
28633|Richard Jenkins|1947-05-04|DeKalb, Illinois, USA|Richard Dale Jenkins (born May 4, 1947) is an American stage, film, and television actor. After beginning his career in theatre, Jenkins made his film debut in 1974, and appeared in supporting roles in numerous film productions in the 1980s and the 1990s before coming to prominence in the early 2000s for playing the deceased patriarch Nathaniel Fisher on the HBO funeral drama series Six Feet Under. He has since established himself in Hollywood by appearing in lead roles in the films The Visitor and The Cabin in the Woods.\n\nDescription above from the Wikipedia article Richard Jenkins , licensed under CC-BY-SA, full list of contributors on Wikipedia.
71189|Cobie Smulders|1982-04-03|Vancouver, British Columbia, Canada|Jacoba Francisca Maria "Cobie" Smulders (born April 3, 1982) is a Canadian actress and former model, known for her current role as Robin Scherbatsky on the CBS television series How I Met Your Mother and Maria Hill in the 2012 film The Avengers.\n\nSmulders was born in Vancouver, British Columbia, to a Dutch father and an English mother. She was named after her great-aunt, from whom she gained the nickname "Cobie".\n\nSmulders worked in modeling, which she later said she "kind of hated", adding that the experience made her hesitant about pursuing acting as a career: "You know you go into these rooms, and I've had the experience of people judging you physically for so long and I was over that. But then it was like, 'Oh no, I have to actually perform. I have to do well, and I have to have a voice, and I have to have thoughts now'".After she quit modeling, she registered at the University of Victoria to study marine biology. During the summer, she took acting classes and decided to pursue her acting career.\n\nSmulders' first acting role was as a guest in the Showtime science fiction series Jeremiah, and she has appeared in several television series since, including a recurring role in The L Word. On the New York stage, she has performed in Love, Loss, and What I Wore from at least June 10 to June 27, 2010. Her first permanent series role was in the short-lived ABC series Veritas: The Quest, and her second was television reporter Robin Scherbatsky on the CBS sitcom How I Met Your Mother which quickly became popular. Joss Whedon has suggested that he considered her for the role of Wonder Woman in his draft of the eponymous film, which did not go into production. Smulders played Maria Hill in Whedon's 2012 film The Avengers and reprises her role in the premiere of the Agents of S.H.I.E.L.D. television seriesand both the Russo brothers' 2014 film Captain America: The Winter Soldier and Avengers: Age of Ultron in 2015.\n\nSmulders and American actor Taran Killam became engaged in January 2009. They married on September 8, 2012 in Solvang, California. The couple have a daughter, Shaelyn Cado Killam (born May 14, 2009).\n\nSmulders resides in Los Angeles, California.\n\nDescription above from the Wikipedia article Cobie Smulders, licensed under CC-BY-SA, full list of contributors on Wikipedia.
1277581|Jacob 'Stitch' Duran||null|null
985041|Ninja||null|Watkin Tudor Jones (born 26 September 1974), currently known by his stage name Ninja, is a South African rapper, record producer, performance artist and satirist. Previously, he has recorded under a guise of different names, Max Normal and MC Totally Rad being some of the most prominent.\n\nWatkin Tudor Jones was a part of South African hip-hop scene for many years, fronting such acts as The Original Evergreens, MaxNormal.TV and The Constructus Corporation. He is known for adopting different stage personas. He currently fronts the group Die Antwoord under the name Ninja.\n\nJones has released several albums under different guises (including the Sibot-produced The Fantastic Kill and Markus Wormstorm-produced promo-only EP "Emmanuel Rothchild - My Favourite Songs" and "Markus Wormstorm Is Not Gay"), and expanded into graphic art, stuffed animal making, and other aspects of his creativity. He has a child with Yolandi Visser, who is also a frequent collaborator.\n\nAlthough he now lives in Cape Town, Jones comes from Johannesburg where he attended Parktown Boys' High School, graduating in 1993.
168877|Finn Wittrock|1984-10-28|null|
15853|Wes Studi|1947-12-17|Nofire Hollow - Oklahoma - USA|From Wikipedia, the free encyclopedia.\n\nWesley "Wes" Studi (born December 17, 1947) is an American Cherokee actor, who has earned notability for his portrayals of Native Americans in film. He has appeared in well-received Academy Award-winning films, such as Kevin Costner's Dances with Wolves, Michael Mann's The Last of the Mohicans, the award-winning Geronimo: An American Legend and the Academy Award-nominated film The New World (2005). He most recently portrayed General Linus Abner (an analogue to the biblical Abner) in the NBC series Kings, and Eytukan in James Cameron's box office blockbuster Avatar.
27578|Ellen Page|1987-02-21|Halifax, Nova Scotia, Canada|Ellen Philpotts-Page (born February 21, 1987), known professionally as Ellen Page, is a Canadian actress. Page received both Golden Globe and Academy Award nominations for Best Actress for her role as the title character in the film Juno.\n\nIn 2008, Page was nominated for Time's 100 Most Influential People list and placed #86 on FHM's Sexiest Women in the World list, and moved up to #70 for 2010. In June 2008, Page was named on Entertainment Weekly's future A-List stars list.\n\nPage resides in her hometown of Halifax, Nova Scotia and has two dogs named Julie and Sprout. She is prone to walk and talk in her sleep. In 2008, Page was one of 30 celebrities who participated in an online ad series for U.S. Campaign for Burma, calling for an end to the military dictatorship in Burma. She describes herself as a pro-choice feminist.\n\nIn the fall of 2008 Page spent a month living in an eco-village, studying permaculture at the Lost Valley Educational Center outside Eugene, Oregon.
1504465|Eileen O'Higgins||null|
1522254|Rina Takasaki||null|null
1029403|James Russell||null|null
147894|Tom McKay|1979-12-27|Solihull, Birmingham, England|
